titulo,empresa,pais,fecha_captura,descripcion,modalidad,tipo_horario,fecha_publicacion,grupo,es_ti,nivel_seniority,es_remoto,largo_descripcion,categoria_horario_modalidad
técnico de soporte informático on-site(punta arenas) (cópia),stefanini latam,chile,2026-03-01 19:43:55,Técnico de Soporte Informático On-site(Punta Arenas) (Cópia) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site(Punta Arenas) (...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático on-site(victoria) (santiago),stefanini latam,chile,2026-03-01 19:43:29,Técnico de Soporte Informático On-site(Victoria) (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site(Victoria) (Santi...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático presencial con desplazamientos,stefanini latam,chile,2026-03-01 19:42:47,Técnico de Soporte Informático Presencial con Desplazamientos Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte Presencial con Desplaz...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático con vehículo propio,stefanini latam,chile,2026-03-01 19:42:46,Técnico de Soporte Informático con Vehículo Propio Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte con Vehículo Propio - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,150,Presencial FT
técnico de soporte informático en terreno | celular,slp soluciones informáticas spa,chile,2026-03-01 03:51:56,Técnico de Soporte Informático en Terreno | Celular Talca SLP Soluciones Informáticas SPA Open job preview for: Técnico de Soporte en Terreno | Celula...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático en terreno – puerto montt,slp soluciones informáticas,chile,2026-03-01 19:43:15,Técnico de Soporte Informático en Terreno – Puerto Montt Puerto Montt SLP SOLUCIONES INFORMÁTICAS Open job preview for: Técnico de Soporte en Terreno ...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático en terreno – puerto montt,slp soluciones informáticas spa,chile,2026-03-01 19:43:16,Técnico de Soporte Informático en Terreno – Puerto Montt Puerto Montt SLP Soluciones Informáticas SPA Open job preview for: Técnico de Soporte en Terr...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático en terreno – rm,slp soluciones informáticas spa,chile,2026-03-01 19:42:45,Técnico de Soporte Informático en Terreno – RM Santiago SLP Soluciones Informáticas SPA Open job preview for: Técnico de Soporte en Terreno – RM - San...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático en terreno – soluciones en campo,slp soluciones informáticas,chile,2026-03-01 19:43:15,Técnico de Soporte Informático en Terreno – Soluciones en Campo Puerto Montt SLP SOLUCIONES INFORMÁTICAS Open job preview for: Técnico de Soporte en T...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático en terreno – viña del mar,confidencial,chile,2026-03-01 19:43:39,Técnico de Soporte Informático en Terreno – Viña del Mar Viña Del Mar Empresa Confidencial Open job preview for: Técnico de Soporte en Terreno – Viña ...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático en tiendas,falabella,chile,2026-03-01 03:51:38,Técnico de Soporte Informático en Tiendas Santiago Falabella Open job preview for: Técnico de Soporte en Tiendas - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,126,Presencial FT
técnico de soporte informático – antofagasta presencial,coasin,chile,2026-03-01 19:42:45,Técnico de Soporte Informático – Antofagasta Presencial Antofagasta COASIN Open job preview for: Técnico de Soporte – Antofagasta Presencial - Antofag...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático – presencial/remoto ti corporativa,wood,chile,2026-03-01 19:46:15,Técnico de Soporte Informático – Presencial/Remoto TI Corporativa Santiago Wood Open job preview for: Técnico de Soporte – Presencial/Remoto TI Corpor...,remoto,full time,,giannella-rieu,True,No especificado,True,153,Remoto FT
técnico de soporte informático – retail (pudahuel),confidencial,chile,2026-03-01 03:51:56,Técnico de Soporte Informático – Retail (Pudahuel) Pudahuel CONFIDENCIAL Open job preview for: Técnico de Soporte – Retail (Pudahuel) - Pudahuel...,presencial,full time,,giannella-rieu,True,No especificado,False,147,Presencial FT
técnico de soporte informático — presencial (conchalí),avos tech | chile,chile,2026-03-01 03:51:58,Técnico de Soporte Informático — Presencial (Conchalí) Conchalí AVOS Tech | Chile Open job preview for: Técnico de Soporte — Presencial (Conchalí) - C...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
"técnico de soporte informático — presencial/remoto, ms 365",wood,chile,2026-03-01 19:46:12,"Técnico de Soporte Informático — Presencial/Remoto, MS 365 Santiago Wood Open job preview for: Técnico de Soporte — Presencial/Remoto, MS 365 - Santia...",remoto,full time,,giannella-rieu,True,No especificado,True,153,Remoto FT
"técnico de soporte informático — redes, servidores y erp",liebherr chile spa .,chile,2026-03-01 19:45:58,"Técnico de Soporte Informático — Redes, Servidores y ERP Antofagasta Liebherr Chile SpA . Open job preview for: Técnico de Soporte — Redes, Servidores...",presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático/junior/ san antonio,enjoy,chile,2026-03-01 19:43:41,Técnico de Soporte Informático/junior/ San Antonio San Antonio Enjoy Open job preview for: Técnico de Soporte /junior/ San Antonio - San Antonio...,presencial,full time,,giannella-rieu,True,Junior,False,147,Presencial FT
técnico de soporte ti (en terreno) – la serena,multinacional de servicios en ti,chile,2026-03-01 19:41:18,Técnico de Soporte TI (en terreno) – La Serena La Serena Multinacional De Servicios En Ti Open job preview for: Técnico de Soporte TI (en terreno) – L...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte ti en terreno – la serena (proyecto),importante empresa del sector,chile,2026-03-01 19:41:18,Técnico de Soporte TI en Terreno – La Serena (Proyecto) La Serena Importante empresa del sector Open job preview for: Técnico de Soporte TI en Terreno...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte terreno/ part time,no especificada,in-office,2026-05-02 04:21:15,No disponible en listado,presencial,part time,Mar 27,diegoCastillo,True,No especificado,False,24,Presencial PT
técnico de soporte,técnico de soporte,chile,2026-05-02 04:10:58,"Técnico de Soporte Importante empresa del sector Santiago - Providencia, R.Metropolitana Presencial y remoto Hace 19 horas...",remoto,full time,Hace 19 horas,Lizette-Sanmartin,True,No especificado,True,125,Remoto FT
técnico de laboratorio,the coca-cola company,chile,02/06/2026,En CPS Coca-Cola Chile andamos en búsqueda de nuestro próximo Técnico de Laboratorio 🥼🧪Resumen De La PosiciónEjecutar actividades técnicas de laboratorio y aseguramiento de calidad para garantizar el ...,presencial,jornada completa,02/06/2026,sofiaUrquieta,False,No especificado,False,203,Otro
técnico en administración (concepción),fundacion educacional colegio inmaculada concepcion de concepcion,chile,2026-03-01 19:51:45,Técnico en Administración (Concepción) Biobío FUNDACION EDUCACIONAL COLEGIO INMACULADA CONCEPCION DE CONCEPCION Open job preview for: Técnico en (Conc...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
técnico en administración / comercial seguros las condes,técnico en administración / comercial seguros las condes,chile,2026-05-02 04:11:42,"Se precisa Urgente Empleo destacado Técnico en Administración / Comercial Seguros Las Condes 4,2 Incosec Santiago - Las condes, R.Metropolitana Hace 4...",presencial,full time,Hace 4 días,Lizette-Sanmartin,True,No especificado,False,153,Presencial FT
técnico en administración reemplazo coquimbo,técnico en administración reemplazo coquimbo,chile,2026-05-02 04:11:36,"Se precisa Urgente Empleo destacado Técnico en Administración Reemplazo Coquimbo 4,2 Incosec Coquimbo, Coquimbo Hace 2 días...",presencial,full time,Hace 2 días,Lizette-Sanmartin,False,No especificado,False,126,Presencial FT
técnico en administración,técnico en administración,chile,2026-05-02 04:11:42,"Técnico en Administración MONTE CARLO ACADEMY SPA Santiago - Lo Barnechea, R.Metropolitana $ 650.000,00 (Mensual) Hace 7 días...",presencial,full time,Hace 7 días,Lizette-Sanmartin,False,No especificado,False,128,Presencial FT
técnico en educación diferencial,empresa destacada,chile,2026-03-01 04:07:27,Oferta para el area de educacion,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,32,Presencial FT
técnico en enfermería gestión ppi - centro providencia achs salud,asociación chilena de seguridad achs,chile,2026-05-02 03:58:02,"Hace 2 días Técnico en Enfermería gestión PPI - Centro Providencia Achs Salud Asociación Chilena de Seguridad ACHS Santiago, Metropolitana de Santiago ...Achs Salud y juntas y...",presencial,no especificado,Hace 2 días,denisBaez,False,No especificado,False,178,Otro
técnico en farmacia - rancagua (campaña de invierno),empresa destacada,chile,2026-03-01 04:08:56,Oferta para el area de farmacia,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,31,Presencial FT
técnico en informática región de aysén,sociedad opazo y verdugo ltda,chile,2026-03-01 03:52:27,Técnico en Informática Región de Aysén Coihaique Sociedad Opazo y Verdugo LTDA Open job preview for: Técnico en Región de Aysén - Coihaique...,presencial,full time,,giannella-rieu,True,No especificado,False,142,Presencial FT
técnico en informática con conocimientos lms (plazo fijo)- providencia,empresa destacada,chile,2026-03-01 04:05:34,Oferta para el area de informatica,híbrido,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,34,Otro
"técnico en informática, electrónica, ingeniería o carrera afín/santiago",empresa destacada,chile,2026-03-01 04:05:35,Oferta para el area de informatica,presencial,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,34,Presencial FT
técnico en informática: soporte it y gestión digital presencial,grupo otec,chile,2026-03-01 19:43:13,Técnico en Informática: Soporte IT y Gestión Digital Presencial Santiago Grupo OTEC Open job preview for: Técnico en : Soporte IT y Gestión Digital Pr...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico en informática,técnico en informática,chile,2026-05-02 04:10:14,"Técnico en Informática 4,0 CCTI S.A Santiago - Maipú, R.Metropolitana Hace 7 días...",presencial,full time,Hace 7 días,Lizette-Sanmartin,True,No especificado,False,84,Presencial FT
técnico en logística /santiago,empresa destacada,chile,2026-03-01 04:06:07,Oferta para el area de logistica,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,32,Presencial FT
técnico en mantención en antofagasta sector la negra,técnico en mantención en antofagasta sector la negra,chile,2026-05-02 04:10:27,"Se precisa Urgente Empleo destacado Técnico en Mantención en Antofagasta Sector La Negra 4,3 Cygnus Antofagasta, Antofagasta $ 1.250.000,00 (Mensual) ...",presencial,full time,Hace 5 horas,Lizette-Sanmartin,False,No especificado,False,153,Presencial FT
técnico en mantenimiento electromecánico,técnico en mantenimiento electromecánico,chile,2026-05-02 04:10:39,"Se precisa Urgente Empleo destacado Técnico en Mantenimiento Electromecánico 4,3 ICB Santiago - Quilicura, R.Metropolitana Hace 13 horas...",presencial,full time,Hace 13 horas,Lizette-Sanmartin,False,No especificado,False,139,Presencial FT
técnico en mantenimiento,técnico en mantenimiento,chile,2026-05-02 04:11:05,"Técnico en Mantenimiento 4,2 GRUPO EXPRO Santiago - Ñuñoa, R.Metropolitana $ 200.000,00 (Mensual) Ayer...",presencial,full time,Ayer,Lizette-Sanmartin,False,No especificado,False,105,Presencial FT
técnico en prevención - iquique,"importante empresa, iquique",chile,2026-05-02 03:46:31,"Importante mutualidad, se encuentra en búsqueda de técnico en prevención de riesgos para… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,97,Presencial FT
técnico en prevención de riesgos,"cg consultora ltda., santiago",chile,2026-05-02 03:46:30,¿eres técnico en prevención de riesgos recién titulado y buscas tu primera experiencia… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,95,Presencial FT
técnico en recursos humanos,empresa destacada,chile,2026-03-01 04:06:15,Oferta para el area de recursos-humanos,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,39,Presencial FT
técnico en soporte informático (santiago),global business intelligence,chile,2026-03-01 19:44:08,Técnico en Soporte Informático (Santiago) Santiago Global Business Intelligence Open job preview for: Técnico en Soporte (Santiago) - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,145,Presencial FT
técnico en soporte informático concepción (40 hrs),cadetech,chile,2026-03-01 19:45:19,Técnico en Soporte Informático Concepción (40 hrs) Biobío CADETECH Open job preview for: Técnico en Soporte Concepción (40 hrs) - Biobío...,presencial,full time,,giannella-rieu,True,No especificado,False,139,Presencial FT
